Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1364172720,69.28,69.28,69.28,69.28,0.08199999999999999,5.68096,69.28
1364176320,69.28,69.28,69.28,69.28,5.0,346.4,69.28
1364179920,69.86,69.86,69.86,69.86,0.365,25.4989,69.86
1364183520,70.69,70.69,70.69,70.69,4.34417881,307.09000008,70.69
1364187120,70.69,70.69,70.69,70.69,9.16451125,647.83930026,70.69
1364190720,70.69,70.69,70.69,70.69,2.58051,182.41625190000002,70.69
1364194320,70.69,70.69,70.69,70.69,101.03338521,7142.050000499999,70.69
1364197920,70.2,70.2,70.2,70.2,1.4309,100.44918,70.2
1364201520,70.69,70.69,70.69,70.69,81.21502334,5741.089999899999,70.69
1364205120,70.5,70.5,70.21,70.21,0.8,56.371,70.46375
1364208720,70.3,70.3,70.3,70.3,1.06937229,75.176871987,70.3
1364212320,70.99,70.99,70.99,70.99,0.42,29.8158,70.99
1364215920,70.53,70.53,70.53,70.53,3.0,211.59,70.53
1364219520,71.0,71.0,71.0,71.0,0.81632042,57.95874982,71.0
1364223120,73.73,73.73,73.73,73.73,11.08843076,817.54999993,73.73
1364226720,75.0,75.0,75.0,75.0,0.1192,8.94,75.0
1364230320,74.04,74.04,74.0,74.0,0.49870595,36.91135070000001,74.0142577
1364233920,76.07,76.07,76.07,76.07,0.41317207,31.429999365,76.07
1364237520,75.14,75.14,75.14,75.14,0.01333328,1.0018626592,75.14
1364241120,77.05,77.05,77.05,77.05,7.0,539.35,77.05
1364244720,76.38,76.38,76.38,76.38,11.0,840.18,76.38
1364248320,76.7,76.7,76.5,76.5,22.6863,1736.3506217,76.537408997
1364251920,76.01,76.01,76.01,76.01,0.76279,57.9796679,76.01
1364255520,75.11,75.11,75.11,75.11,0.013999999999999999,1.05154,75.11
1364259120,75.39,75.39,75.39,75.39,0.0257,1.9375229999999999,75.39
1364262720,76.0,76.01,76.0,76.01,21.05839075,1600.4517502,76.000667344
1364266320,75.94,75.94,75.94,75.94,2.41155,183.133107,75.94
1364269920,76.18,76.18,76.18,76.18,0.55460751,42.250000111999995,76.18
